po_id,supplier_id,supplier_name,part_no,part_desc,quantity,order_ts,promised_delivery_ts,plant_id
PO-100420,SUP-1002,Continental,PN-ALT-200,Alternator,48,2026-02-15T14:00:00,2026-02-18T14:00:00,munich
PO-100421,SUP-1004,Mahle,PN-ALT-200,Alternator,144,2026-02-16T12:00:00,2026-02-19T12:00:00,munich
PO-100422,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,24,2026-02-21T12:00:00,2026-02-26T12:00:00,munich
PO-100423,SUP-1001,Bosch,PN-BRK-100,Brake caliper,24,2026-02-19T12:00:00,2026-02-26T12:00:00,munich
PO-100424,SUP-1004,Mahle,PN-HRN-400,Wiring harness,48,2026-02-25T15:00:00,2026-03-04T15:00:00,munich
PO-100425,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,24,2026-02-25T13:00:00,2026-02-28T13:00:00,munich
PO-100426,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,48,2026-02-22T15:00:00,2026-02-25T15:00:00,munich
PO-100427,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,144,2026-02-13T06:00:00,2026-02-19T06:00:00,munich
PO-100428,SUP-1002,Continental,PN-HRN-400,Wiring harness,96,2026-02-15T10:00:00,2026-02-21T10:00:00,munich
PO-100429,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,48,2026-02-13T06:00:00,2026-02-20T06:00:00,munich
PO-100430,SUP-1002,Continental,PN-ALT-200,Alternator,24,2026-02-23T10:00:00,2026-03-02T10:00:00,munich
PO-100431,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,96,2026-02-23T12:00:00,2026-03-02T12:00:00,munich
PO-100432,SUP-1004,Mahle,PN-LMP-500,Headlamp module,12,2026-02-18T12:00:00,2026-02-25T12:00:00,munich
PO-100433,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,96,2026-02-16T13:00:00,2026-02-19T13:00:00,munich
PO-100434,SUP-1001,Bosch,PN-LMP-500,Headlamp module,48,2026-02-17T07:00:00,2026-02-24T07:00:00,munich
PO-100435,SUP-1005,Hella,PN-LMP-500,Headlamp module,96,2026-02-23T14:00:00,2026-02-27T14:00:00,munich
PO-100436,SUP-1005,Hella,PN-LMP-500,Headlamp module,96,2026-02-27T15:00:00,2026-03-02T15:00:00,munich
PO-100437,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,24,2026-02-26T12:00:00,2026-03-03T12:00:00,munich
PO-100438,SUP-1002,Continental,PN-BRK-100,Brake caliper,24,2026-02-25T10:00:00,2026-03-03T10:00:00,munich
PO-100439,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,48,2026-02-23T14:00:00,2026-02-27T14:00:00,munich
PO-100440,SUP-1001,Bosch,PN-HRN-400,Wiring harness,24,2026-02-16T07:00:00,2026-02-23T07:00:00,munich
PO-100441,SUP-1002,Continental,PN-HRN-400,Wiring harness,24,2026-02-15T07:00:00,2026-02-19T07:00:00,munich
PO-100442,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,96,2026-02-24T11:00:00,2026-03-01T11:00:00,munich
PO-100443,SUP-1001,Bosch,PN-ALT-200,Alternator,48,2026-02-21T12:00:00,2026-02-26T12:00:00,munich
PO-100444,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,24,2026-02-26T08:00:00,2026-03-04T08:00:00,munich
PO-100445,SUP-1004,Mahle,PN-HRN-400,Wiring harness,96,2026-02-27T11:00:00,2026-03-05T11:00:00,munich
PO-100446,SUP-1005,Hella,PN-LMP-500,Headlamp module,48,2026-02-20T06:00:00,2026-02-23T06:00:00,munich
PO-100447,SUP-1002,Continental,PN-LMP-500,Headlamp module,24,2026-02-26T15:00:00,2026-03-04T15:00:00,munich
PO-100448,SUP-1002,Continental,PN-BRK-100,Brake caliper,96,2026-02-18T08:00:00,2026-02-24T08:00:00,munich
PO-100449,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,24,2026-02-14T11:00:00,2026-02-18T11:00:00,munich
PO-100450,SUP-1004,Mahle,PN-HRN-400,Wiring harness,24,2026-02-19T09:00:00,2026-02-26T09:00:00,munich
PO-100451,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,144,2026-02-20T09:00:00,2026-02-25T09:00:00,munich
PO-100452,SUP-1001,Bosch,PN-BRK-100,Brake caliper,144,2026-02-13T06:00:00,2026-02-18T06:00:00,munich
PO-100453,SUP-1005,Hella,PN-BRK-100,Brake caliper,144,2026-02-15T10:00:00,2026-02-19T10:00:00,munich
PO-100454,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,48,2026-02-27T12:00:00,2026-03-04T12:00:00,munich
PO-100455,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,24,2026-02-21T13:00:00,2026-02-24T13:00:00,munich
PO-100456,SUP-1004,Mahle,PN-BRK-100,Brake caliper,96,2026-02-18T14:00:00,2026-02-24T14:00:00,munich
PO-100457,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,144,2026-02-16T15:00:00,2026-02-19T15:00:00,munich
PO-100458,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,24,2026-02-13T07:00:00,2026-02-19T07:00:00,munich
PO-100459,SUP-1005,Hella,PN-ALT-200,Alternator,24,2026-02-26T06:00:00,2026-03-03T06:00:00,munich
PO-100460,SUP-1002,Continental,PN-HRN-400,Wiring harness,12,2026-02-13T09:00:00,2026-02-17T09:00:00,munich
PO-100461,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,48,2026-02-21T09:00:00,2026-02-27T09:00:00,munich
PO-100462,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,24,2026-02-23T08:00:00,2026-03-01T08:00:00,munich
PO-100463,SUP-1002,Continental,PN-LMP-500,Headlamp module,96,2026-02-17T15:00:00,2026-02-20T15:00:00,munich
PO-100464,SUP-1005,Hella,PN-BRK-100,Brake caliper,144,2026-02-13T07:00:00,2026-02-19T07:00:00,munich
PO-100465,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,24,2026-02-16T08:00:00,2026-02-19T08:00:00,munich
PO-100466,SUP-1004,Mahle,PN-HRN-400,Wiring harness,96,2026-02-26T15:00:00,2026-03-04T15:00:00,munich
PO-100467,SUP-1002,Continental,PN-BRK-100,Brake caliper,24,2026-02-14T06:00:00,2026-02-18T06:00:00,munich
PO-100468,SUP-1002,Continental,PN-HRN-400,Wiring harness,96,2026-02-20T06:00:00,2026-02-26T06:00:00,munich
PO-100469,SUP-1004,Mahle,PN-LMP-500,Headlamp module,144,2026-02-24T14:00:00,2026-03-01T14:00:00,munich
PO-100470,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,144,2026-02-14T10:00:00,2026-02-20T10:00:00,munich
PO-100471,SUP-1005,Hella,PN-ALT-200,Alternator,144,2026-02-27T11:00:00,2026-03-06T11:00:00,munich
PO-100472,SUP-1004,Mahle,PN-ALT-200,Alternator,24,2026-02-16T08:00:00,2026-02-23T08:00:00,munich
PO-100473,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,48,2026-02-18T08:00:00,2026-02-22T08:00:00,munich
PO-100474,SUP-1001,Bosch,PN-LMP-500,Headlamp module,24,2026-02-20T10:00:00,2026-02-25T10:00:00,munich
PO-100475,SUP-1001,Bosch,PN-BRK-100,Brake caliper,144,2026-02-22T07:00:00,2026-03-01T07:00:00,munich
PO-100476,SUP-1001,Bosch,PN-ALT-200,Alternator,48,2026-02-18T08:00:00,2026-02-21T08:00:00,munich
PO-100477,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,24,2026-02-15T14:00:00,2026-02-21T14:00:00,munich
PO-100478,SUP-1005,Hella,PN-BRK-100,Brake caliper,12,2026-02-18T11:00:00,2026-02-24T11:00:00,munich
PO-100479,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,96,2026-02-27T14:00:00,2026-03-04T14:00:00,munich
PO-100480,SUP-1005,Hella,PN-LMP-500,Headlamp module,96,2026-02-24T11:00:00,2026-03-02T11:00:00,munich
PO-100481,SUP-1001,Bosch,PN-LMP-500,Headlamp module,144,2026-02-17T14:00:00,2026-02-22T14:00:00,munich
PO-100482,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,144,2026-02-14T06:00:00,2026-02-19T06:00:00,munich
PO-100483,SUP-1005,Hella,PN-LMP-500,Headlamp module,144,2026-02-16T11:00:00,2026-02-21T11:00:00,munich
PO-100484,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,12,2026-02-15T12:00:00,2026-02-21T12:00:00,munich
PO-100485,SUP-1005,Hella,PN-HRN-400,Wiring harness,48,2026-02-22T13:00:00,2026-02-28T13:00:00,munich
PO-100486,SUP-1005,Hella,PN-LMP-500,Headlamp module,12,2026-02-24T09:00:00,2026-03-02T09:00:00,munich
PO-100487,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,48,2026-02-13T14:00:00,2026-02-17T14:00:00,munich
PO-100488,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,24,2026-02-15T13:00:00,2026-02-18T13:00:00,munich
PO-100489,SUP-1002,Continental,PN-SNS-300,Wheel speed sensor,12,2026-02-25T15:00:00,2026-03-04T15:00:00,munich
PO-100490,SUP-1001,Bosch,PN-ALT-200,Alternator,12,2026-02-22T10:00:00,2026-03-01T10:00:00,munich
PO-100491,SUP-1002,Continental,PN-BRK-100,Brake caliper,48,2026-02-25T09:00:00,2026-03-01T09:00:00,munich
PO-100492,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,96,2026-02-15T12:00:00,2026-02-18T12:00:00,munich
PO-100493,SUP-1004,Mahle,PN-ALT-200,Alternator,12,2026-02-22T11:00:00,2026-02-26T11:00:00,munich
PO-100494,SUP-1002,Continental,PN-LMP-500,Headlamp module,144,2026-02-16T13:00:00,2026-02-23T13:00:00,munich
PO-100495,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,144,2026-02-22T07:00:00,2026-02-26T07:00:00,munich
PO-100496,SUP-1004,Mahle,PN-LMP-500,Headlamp module,96,2026-02-13T06:00:00,2026-02-19T06:00:00,munich
PO-100497,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,144,2026-02-26T14:00:00,2026-03-03T14:00:00,munich
PO-100498,SUP-1001,Bosch,PN-ALT-200,Alternator,144,2026-02-17T12:00:00,2026-02-21T12:00:00,munich
PO-100499,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,12,2026-02-27T08:00:00,2026-03-02T08:00:00,munich
PO-100500,SUP-1004,Mahle,PN-BRK-100,Brake caliper,48,2026-02-26T12:00:00,2026-03-05T12:00:00,munich
