po_id,plant_id,supplier_id,supplier_name,part_no,part_desc,quantity,received_qty,short_shipment,order_ts,promised_delivery_ts,carrier,last_event,current_eta_ts,scan_ts,effective_arrival_ts,delivery_status,slip_hours,risk_level,risk_threshold_hours,processed_ts
PO-100321,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,144,144.0,False,2026-02-16 13:00:00,2026-02-22 13:00:00,DB Schenker,AT_HUB,2026-02-22 13:00:00,2026-02-22 13:00:00,2026-02-22 13:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100334,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,144,144.0,False,2026-02-19 14:00:00,2026-02-22 14:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-22 14:00:00,2026-02-22 10:00:00,2026-02-22 10:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100111,munich,SUP-1005,Hella,PN-ALT-200,Alternator,24,24.0,False,2026-02-19 14:00:00,2026-02-22 14:00:00,DB Schenker,AT_HUB,2026-02-22 14:00:00,2026-02-22 15:00:00,2026-02-22 15:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100481,munich,SUP-1001,Bosch,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-17 14:00:00,2026-02-22 14:00:00,,,,2026-02-22 14:00:00,2026-02-22 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100264,munich,SUP-1001,Bosch,PN-SNS-300,Wheel speed sensor,12,12.0,False,2026-02-16 15:00:00,2026-02-22 15:00:00,DB Schenker,PICKED_UP,2026-02-22 15:00:00,2026-02-22 14:00:00,2026-02-22 14:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100038,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,48,,False,2026-02-15 15:00:00,2026-02-22 15:00:00,DB Schenker,PICKED_UP,2026-02-22 15:00:00,,2026-02-22 15:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100081,munich,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,24,24.0,False,2026-02-19 15:00:00,2026-02-22 15:00:00,DB Schenker,AT_HUB,2026-02-23 09:00:00,2026-02-23 08:00:00,2026-02-23 08:00:00,ARRIVED,17.0,LATE,12.0,2026-03-02T06:00:00
PO-100043,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,96,96.0,False,2026-02-20 06:00:00,2026-02-23 06:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-23 06:00:00,2026-02-23 04:00:00,2026-02-23 04:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100446,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,48,48.0,False,2026-02-20 06:00:00,2026-02-23 06:00:00,DB Schenker,IN_TRANSIT,2026-02-23 06:00:00,2026-02-23 06:00:00,2026-02-23 06:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100440,munich,SUP-1001,Bosch,PN-HRN-400,Wiring harness,24,24.0,False,2026-02-16 07:00:00,2026-02-23 07:00:00,Kuehne+Nagel,PICKED_UP,2026-02-23 07:00:00,2026-02-23 07:00:00,2026-02-23 07:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100100,munich,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,12,12.0,False,2026-02-18 07:00:00,2026-02-23 07:00:00,Kuehne+Nagel,AT_HUB,2026-02-23 07:00:00,2026-02-23 07:00:00,2026-02-23 07:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100292,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,12,12.0,False,2026-02-19 07:00:00,2026-02-23 07:00:00,DHL Freight,AT_HUB,2026-02-24 01:00:00,2026-02-24 02:00:00,2026-02-24 02:00:00,ARRIVED,19.0,LATE,12.0,2026-03-02T06:00:00
PO-100047,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,12,12.0,False,2026-02-16 07:00:00,2026-02-23 07:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-23 07:00:00,2026-02-23 06:00:00,2026-02-23 06:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100146,munich,SUP-1001,Bosch,PN-BRK-100,Brake caliper,12,12.0,False,2026-02-19 08:00:00,2026-02-23 08:00:00,DSV,OUT_FOR_DELIVERY,2026-02-23 08:00:00,2026-02-23 04:00:00,2026-02-23 04:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100020,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,48,48.0,False,2026-02-17 08:00:00,2026-02-23 08:00:00,DHL Freight,PICKED_UP,2026-02-23 08:00:00,2026-02-23 04:00:00,2026-02-23 04:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100168,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,144,144.0,False,2026-02-17 08:00:00,2026-02-23 08:00:00,DHL Freight,AT_HUB,2026-02-23 08:00:00,2026-02-23 06:00:00,2026-02-23 06:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100472,munich,SUP-1004,Mahle,PN-ALT-200,Alternator,24,,False,2026-02-16 08:00:00,2026-02-23 08:00:00,DSV,IN_TRANSIT,2026-02-23 08:00:00,,2026-02-23 08:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100355,munich,SUP-1004,Mahle,PN-HRN-400,Wiring harness,24,,False,2026-02-16 08:00:00,2026-02-23 08:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-23 08:00:00,,2026-02-23 08:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100339,munich,SUP-1001,Bosch,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-16 09:00:00,2026-02-23 09:00:00,DHL Freight,IN_TRANSIT,2026-02-23 09:00:00,2026-02-23 05:00:00,2026-02-23 05:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100313,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-16 09:00:00,2026-02-23 09:00:00,DSV,AT_HUB,2026-02-23 09:00:00,2026-02-23 09:00:00,2026-02-23 09:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100322,munich,SUP-1004,Mahle,PN-HRN-400,Wiring harness,48,48.0,False,2026-02-18 09:00:00,2026-02-23 09:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-23 09:00:00,2026-02-23 05:00:00,2026-02-23 05:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100332,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,48,48.0,False,2026-02-19 09:00:00,2026-02-23 09:00:00,DSV,OUT_FOR_DELIVERY,2026-02-23 11:00:00,2026-02-23 12:00:00,2026-02-23 12:00:00,ARRIVED,3.0,LATE,12.0,2026-03-02T06:00:00
PO-100395,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,96,96.0,False,2026-02-20 09:00:00,2026-02-23 09:00:00,DB Schenker,AT_HUB,2026-02-23 12:00:00,2026-02-23 08:00:00,2026-02-23 08:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100152,munich,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,96,96.0,False,2026-02-16 11:00:00,2026-02-23 11:00:00,DSV,IN_TRANSIT,2026-02-23 11:00:00,2026-02-23 09:00:00,2026-02-23 09:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100415,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,144,144.0,False,2026-02-17 11:00:00,2026-02-23 11:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-23 11:00:00,2026-02-23 08:00:00,2026-02-23 08:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100259,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,12,12.0,False,2026-02-20 11:00:00,2026-02-23 11:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-23 13:00:00,2026-02-23 12:00:00,2026-02-23 12:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100399,munich,SUP-1005,Hella,PN-ALT-200,Alternator,24,24.0,False,2026-02-18 11:00:00,2026-02-23 11:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-23 11:00:00,2026-02-23 07:00:00,2026-02-23 07:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100052,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,96,96.0,False,2026-02-18 12:00:00,2026-02-23 12:00:00,DSV,PICKED_UP,2026-02-23 13:00:00,2026-02-23 11:00:00,2026-02-23 11:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100209,munich,SUP-1001,Bosch,PN-HRN-400,Wiring harness,12,12.0,False,2026-02-17 12:00:00,2026-02-23 12:00:00,DSV,OUT_FOR_DELIVERY,2026-02-23 12:00:00,2026-02-23 08:00:00,2026-02-23 08:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100145,munich,SUP-1004,Mahle,PN-LMP-500,Headlamp module,48,,False,2026-02-17 13:00:00,2026-02-23 13:00:00,DB Schenker,PICKED_UP,2026-02-23 13:00:00,,2026-02-23 13:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100494,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-16 13:00:00,2026-02-23 13:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-23 13:00:00,2026-02-23 12:00:00,2026-02-23 12:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100217,munich,SUP-1005,Hella,PN-ALT-200,Alternator,12,12.0,False,2026-02-17 14:00:00,2026-02-23 14:00:00,DHL Freight,IN_TRANSIT,2026-02-25 02:00:00,2026-02-25 01:00:00,2026-02-25 01:00:00,ARRIVED,35.0,LATE,12.0,2026-03-02T06:00:00
PO-100307,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,24,24.0,False,2026-02-18 14:00:00,2026-02-23 14:00:00,DSV,PICKED_UP,2026-02-23 14:00:00,2026-02-23 14:00:00,2026-02-23 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100166,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-19 15:00:00,2026-02-23 15:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-23 15:00:00,2026-02-23 13:00:00,2026-02-23 13:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100130,munich,SUP-1004,Mahle,PN-HRN-400,Wiring harness,144,144.0,False,2026-02-18 07:00:00,2026-02-24 07:00:00,Kuehne+Nagel,PICKED_UP,2026-02-24 07:00:00,2026-02-24 06:00:00,2026-02-24 06:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100228,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,24,24.0,False,2026-02-20 07:00:00,2026-02-24 07:00:00,DSV,PICKED_UP,2026-02-24 07:00:00,2026-02-24 05:00:00,2026-02-24 05:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100156,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,24,24.0,False,2026-02-20 07:00:00,2026-02-24 07:00:00,DSV,AT_HUB,2026-02-24 07:00:00,2026-02-24 08:00:00,2026-02-24 08:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100434,munich,SUP-1001,Bosch,PN-LMP-500,Headlamp module,48,48.0,False,2026-02-17 07:00:00,2026-02-24 07:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-24 07:00:00,2026-02-24 04:00:00,2026-02-24 04:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100368,munich,SUP-1005,Hella,PN-BRK-100,Brake caliper,48,,False,2026-02-20 07:00:00,2026-02-24 07:00:00,DB Schenker,AT_HUB,2026-02-24 07:00:00,,2026-02-24 07:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100098,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-19 07:00:00,2026-02-24 07:00:00,DSV,OUT_FOR_DELIVERY,2026-02-24 08:00:00,2026-02-24 08:00:00,2026-02-24 08:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100019,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,48,48.0,False,2026-02-19 08:00:00,2026-02-24 08:00:00,DHL Freight,PICKED_UP,2026-02-24 08:00:00,2026-02-24 06:00:00,2026-02-24 06:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100448,munich,SUP-1002,Continental,PN-BRK-100,Brake caliper,96,96.0,False,2026-02-18 08:00:00,2026-02-24 08:00:00,DB Schenker,AT_HUB,2026-02-24 08:00:00,2026-02-24 04:00:00,2026-02-24 04:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100223,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,24,24.0,False,2026-02-21 09:00:00,2026-02-24 09:00:00,Kuehne+Nagel,PICKED_UP,2026-02-24 09:00:00,2026-02-24 07:00:00,2026-02-24 07:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100393,munich,SUP-1005,Hella,PN-ALT-200,Alternator,144,,False,2026-02-21 09:00:00,2026-02-24 09:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-24 09:00:00,,2026-02-24 09:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100031,munich,SUP-1005,Hella,PN-HRN-400,Wiring harness,12,12.0,False,2026-02-21 09:00:00,2026-02-24 09:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-24 09:00:00,2026-02-24 06:00:00,2026-02-24 06:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100403,munich,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,24,24.0,False,2026-02-18 10:00:00,2026-02-24 10:00:00,Kuehne+Nagel,IN_TRANSIT,2026-02-24 10:00:00,2026-02-24 08:00:00,2026-02-24 08:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100338,munich,SUP-1002,Continental,PN-ALT-200,Alternator,12,12.0,False,2026-02-19 10:00:00,2026-02-24 10:00:00,DB Schenker,AT_HUB,2026-02-24 10:00:00,2026-02-24 11:00:00,2026-02-24 11:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100345,munich,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,12,12.0,False,2026-02-17 10:00:00,2026-02-24 10:00:00,Kuehne+Nagel,PICKED_UP,2026-02-24 10:00:00,2026-02-24 11:00:00,2026-02-24 11:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100330,munich,SUP-1004,Mahle,PN-HRN-400,Wiring harness,48,48.0,False,2026-02-20 10:00:00,2026-02-24 10:00:00,,,,2026-02-24 11:00:00,2026-02-24 11:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100144,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,24,24.0,False,2026-02-18 11:00:00,2026-02-24 11:00:00,DHL Freight,IN_TRANSIT,2026-02-24 23:00:00,2026-02-24 22:00:00,2026-02-24 22:00:00,ARRIVED,11.0,LATE,12.0,2026-03-02T06:00:00
PO-100478,munich,SUP-1005,Hella,PN-BRK-100,Brake caliper,12,12.0,False,2026-02-18 11:00:00,2026-02-24 11:00:00,DHL Freight,PICKED_UP,2026-02-24 11:00:00,2026-02-24 12:00:00,2026-02-24 12:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100185,munich,SUP-1001,Bosch,PN-HRN-400,Wiring harness,96,96.0,False,2026-02-21 11:00:00,2026-02-24 11:00:00,Kuehne+Nagel,PICKED_UP,2026-02-24 11:00:00,2026-02-24 07:00:00,2026-02-24 07:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100455,munich,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,24,24.0,False,2026-02-21 13:00:00,2026-02-24 13:00:00,,,,2026-02-24 14:00:00,2026-02-24 14:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100356,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,48,48.0,False,2026-02-20 13:00:00,2026-02-24 13:00:00,DHL Freight,PICKED_UP,2026-02-24 13:00:00,2026-02-24 12:00:00,2026-02-24 12:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100314,munich,SUP-1002,Continental,PN-ALT-200,Alternator,144,144.0,False,2026-02-19 14:00:00,2026-02-24 14:00:00,Kuehne+Nagel,AT_HUB,2026-02-24 14:00:00,2026-02-24 14:00:00,2026-02-24 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100312,munich,SUP-1001,Bosch,PN-HRN-400,Wiring harness,12,12.0,False,2026-02-18 14:00:00,2026-02-24 14:00:00,Kuehne+Nagel,PICKED_UP,2026-02-24 14:00:00,2026-02-24 11:00:00,2026-02-24 11:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100284,munich,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,144,144.0,False,2026-02-17 14:00:00,2026-02-24 14:00:00,DSV,AT_HUB,2026-02-24 14:00:00,2026-02-24 14:00:00,2026-02-24 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100456,munich,SUP-1004,Mahle,PN-BRK-100,Brake caliper,96,96.0,False,2026-02-18 14:00:00,2026-02-24 14:00:00,DHL Freight,IN_TRANSIT,2026-02-24 17:00:00,2026-02-24 14:00:00,2026-02-24 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100283,munich,SUP-1001,Bosch,PN-BRK-100,Brake caliper,144,144.0,False,2026-02-17 14:00:00,2026-02-24 14:00:00,DB Schenker,IN_TRANSIT,2026-02-24 14:00:00,2026-02-24 14:00:00,2026-02-24 14:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100059,munich,SUP-1001,Bosch,PN-HRN-400,Wiring harness,48,,False,2026-02-18 15:00:00,2026-02-24 15:00:00,DSV,OUT_FOR_DELIVERY,2026-02-24 15:00:00,,2026-02-24 15:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100402,munich,SUP-1002,Continental,PN-LMP-500,Headlamp module,48,48.0,False,2026-02-19 15:00:00,2026-02-24 15:00:00,DSV,IN_TRANSIT,2026-02-24 15:00:00,2026-02-24 13:00:00,2026-02-24 13:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100041,munich,SUP-1005,Hella,PN-HRN-400,Wiring harness,96,96.0,False,2026-02-19 15:00:00,2026-02-24 15:00:00,Kuehne+Nagel,IN_TRANSIT,2026-02-24 15:00:00,2026-02-24 15:00:00,2026-02-24 15:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100140,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,144,144.0,False,2026-02-20 06:00:00,2026-02-25 06:00:00,Kuehne+Nagel,OUT_FOR_DELIVERY,2026-02-25 06:00:00,2026-02-25 03:00:00,2026-02-25 03:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100276,munich,SUP-1004,Mahle,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-18 06:00:00,2026-02-25 06:00:00,DSV,OUT_FOR_DELIVERY,2026-02-25 06:00:00,2026-02-25 07:00:00,2026-02-25 07:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100034,munich,SUP-1001,Bosch,PN-LMP-500,Headlamp module,96,96.0,False,2026-02-20 06:00:00,2026-02-25 06:00:00,DSV,OUT_FOR_DELIVERY,2026-02-25 06:00:00,2026-02-25 05:00:00,2026-02-25 05:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100096,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,12,12.0,False,2026-02-19 06:00:00,2026-02-25 06:00:00,Kuehne+Nagel,AT_HUB,2026-02-25 06:00:00,2026-02-25 06:00:00,2026-02-25 06:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100348,munich,SUP-1003,ZF Friedrichshafen,PN-BRK-100,Brake caliper,48,48.0,False,2026-02-19 07:00:00,2026-02-25 07:00:00,Kuehne+Nagel,PICKED_UP,2026-02-25 07:00:00,2026-02-25 08:00:00,2026-02-25 08:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100266,munich,SUP-1003,ZF Friedrichshafen,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-21 07:00:00,2026-02-25 07:00:00,DB Schenker,PICKED_UP,2026-02-25 09:00:00,2026-02-25 05:00:00,2026-02-25 05:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100326,munich,SUP-1003,ZF Friedrichshafen,PN-HRN-400,Wiring harness,144,140.0,True,2026-02-21 07:00:00,2026-02-25 07:00:00,DHL Freight,AT_HUB,2026-02-25 07:00:00,2026-02-25 07:00:00,2026-02-25 07:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100077,munich,SUP-1003,ZF Friedrichshafen,PN-LMP-500,Headlamp module,48,48.0,False,2026-02-18 07:00:00,2026-02-25 07:00:00,DHL Freight,PICKED_UP,2026-02-25 07:00:00,2026-02-25 08:00:00,2026-02-25 08:00:00,ARRIVED,1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100343,munich,SUP-1005,Hella,PN-LMP-500,Headlamp module,144,144.0,False,2026-02-18 08:00:00,2026-02-25 08:00:00,DSV,IN_TRANSIT,2026-02-25 08:00:00,2026-02-25 05:00:00,2026-02-25 05:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100413,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,48,48.0,False,2026-02-20 08:00:00,2026-02-25 08:00:00,Kuehne+Nagel,AT_HUB,2026-02-25 08:00:00,2026-02-25 04:00:00,2026-02-25 04:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100042,munich,SUP-1004,Mahle,PN-SNS-300,Wheel speed sensor,24,24.0,False,2026-02-20 09:00:00,2026-02-25 09:00:00,Kuehne+Nagel,IN_TRANSIT,2026-02-25 09:00:00,2026-02-25 08:00:00,2026-02-25 08:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100002,munich,SUP-1005,Hella,PN-ALT-200,Alternator,144,144.0,False,2026-02-19 09:00:00,2026-02-25 09:00:00,,,,2026-02-25 09:00:00,2026-02-25 09:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100286,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,48,48.0,False,2026-02-18 09:00:00,2026-02-25 09:00:00,DB Schenker,IN_TRANSIT,2026-02-25 09:00:00,2026-02-25 06:00:00,2026-02-25 06:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100451,munich,SUP-1003,ZF Friedrichshafen,PN-ALT-200,Alternator,144,144.0,False,2026-02-20 09:00:00,2026-02-25 09:00:00,DSV,IN_TRANSIT,2026-02-25 09:00:00,2026-02-25 08:00:00,2026-02-25 08:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100474,munich,SUP-1001,Bosch,PN-LMP-500,Headlamp module,24,24.0,False,2026-02-20 10:00:00,2026-02-25 10:00:00,Kuehne+Nagel,PICKED_UP,2026-02-25 10:00:00,2026-02-25 09:00:00,2026-02-25 09:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100400,munich,SUP-1005,Hella,PN-SNS-300,Wheel speed sensor,96,96.0,False,2026-02-22 11:00:00,2026-02-25 11:00:00,DSV,AT_HUB,2026-02-25 11:00:00,2026-02-25 09:00:00,2026-02-25 09:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100362,munich,SUP-1002,Continental,PN-HRN-400,Wiring harness,144,144.0,False,2026-02-19 11:00:00,2026-02-25 11:00:00,DB Schenker,IN_TRANSIT,2026-02-25 11:00:00,2026-02-25 09:00:00,2026-02-25 09:00:00,ARRIVED,-2.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100300,munich,SUP-1005,Hella,PN-ALT-200,Alternator,12,12.0,False,2026-02-21 11:00:00,2026-02-25 11:00:00,DB Schenker,OUT_FOR_DELIVERY,2026-02-25 11:00:00,2026-02-25 10:00:00,2026-02-25 10:00:00,ARRIVED,-1.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100432,munich,SUP-1004,Mahle,PN-LMP-500,Headlamp module,12,12.0,False,2026-02-18 12:00:00,2026-02-25 12:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-25 12:00:00,2026-02-25 12:00:00,2026-02-25 12:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100394,munich,SUP-1004,Mahle,PN-ALT-200,Alternator,24,24.0,False,2026-02-18 12:00:00,2026-02-25 12:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-25 12:00:00,2026-02-25 08:00:00,2026-02-25 08:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100149,munich,SUP-1001,Bosch,PN-ALT-200,Alternator,12,,False,2026-02-20 12:00:00,2026-02-25 12:00:00,DHL Freight,OUT_FOR_DELIVERY,2026-02-25 12:00:00,,2026-02-25 12:00:00,IN_TRANSIT,0.0,LOW,12.0,2026-03-02T06:00:00
PO-100298,munich,SUP-1004,Mahle,PN-LMP-500,Headlamp module,48,48.0,False,2026-02-21 13:00:00,2026-02-25 13:00:00,DSV,AT_HUB,2026-02-25 13:00:00,2026-02-25 10:00:00,2026-02-25 10:00:00,ARRIVED,-3.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100205,munich,SUP-1001,Bosch,PN-BRK-100,Brake caliper,12,12.0,False,2026-02-19 13:00:00,2026-02-25 13:00:00,DSV,OUT_FOR_DELIVERY,2026-02-25 13:00:00,2026-02-25 13:00:00,2026-02-25 13:00:00,ARRIVED,0.0,ON_TIME,12.0,2026-03-02T06:00:00
PO-100398,munich,SUP-1001,Bosch,PN-BRK-100,Brake caliper,96,96.0,False,2026-02-18 13:00:00,2026-02-25 13:00:00,DHL Freight,IN_TRANSIT,2026-02-25 13:00:00,2026-02-25 09:00:00,2026-02-25 09:00:00,ARRIVED,-4.0,ON_TIME,12.0,2026-03-02T06:00:00
